0
Journal of Financial Intermediation 
Review of Quantitative Finance and Accounting 
University of Chicago Press
Journal of Futures Markets 
Journal of Financial Markets 
Journal of Derivatives 
MacMillan
Econometrica 
Journal of Accounting and Economics 
Australian Journal of Management 
Journal of Business 
기업경영연구 
Review of Financial Studies 
The Journal of Political Economy 
The Review of Economics and Statistics 
Subsequently published
Journal of Risk and Uncertainty 
Journal of Fiance
Annals of Economic and Social Measurement
Economics Letter
국제경제연구 
International Research Journal of Finance and Economics
The University of Chicago Press
Journal of International Economics
재무관리 연구 
Proceedings of the National Academy of Sciences
Journal of Money Credit and Banking
재무관리연구
Journal of The Korean Data Analysis Society 
경영연구 
경영교육연구
중소기업연구 
Financial Research Letters
Small Business Economics
년 경영관련학 회 통합학술대회 발표논문
년 재무관련 개학회 통합학술대회 발표논문
제회 경영관련학회 통합학 술대회 발표논문
년 한 국금융학회 정기학 술대회 발표논문집
 년 개학회 공동학술연구발표대회 논문집
년 제차 정기학술발표회
주간금융브리프 
Accounting and Finance
Bell Journal of Economics and Management Science
The Journal of Political Economy
New England Economic Review
응용통계연구 
Computational Methods in Financial Engineering Part
Annals of Probability 
Journal of Business and Economic Statistics 
Astin Bulletin
Journal of Empirical Finance 
Journal of Banking and Finance 
Monetary and Economic Studies Institute for Monetary and Economic Studies Bank of Japan 
Derivative Use Trading and Regulation 
Proceedings of the Cambridge Philosophical Society
Kluwer Academic Publishers
Finance Research Letters 
Quarterly Journal of the Royal Meteorological Society 
Pacific-Basin Finance Journal 
Review of Derivatives Research 
European Financial Review 
ASTIN Bulletin 
Annals of Statistics 
Journal of Financial Research 
Annals of Mathematical Statistics 
회계정보연구 
국제경제연구
무역경영사
경음사
European Accounting Review
Journal of the Royal Statistical Society Series B
European Journal of Operational Research
Journal of Fixed Income
International Journal of Central Banking
Journal of Business Venturing
Journal of Economics and Business
Sveriges Riksbank Economic Review
Financial Markets and Portfolio Management
The Journal of Business
The Accountant’s Magazine 
Journal of Financial Literature
JOURNAL OF FUTURES MARKETS 
Review of Financial Studies Forthcoming
Pacific Basin Finance Journal
North-Holland Publishers
J. Corp. Financ.
Korea Exchange
IMF Staff Position Note
Bloomberg
Financial Times
증권금융연구 
Elsevier
Journal of Corporation Law
Journal of Economic Perspectives
Delaware Journal of CorporateLaw
The American Economic Review
Review of Economics &Statistics
North Holland Publishing Company
국제회계연구
JOURNAL OF LAW ECONOMICS & ORGANIZATION 
Journal of Corporate Finance 
Contemporary Finance Digest 
Journal of Economic Literature 
Journal of Royal Statistical Society Series B 
Econometric Reviews
Journal of Time Series Analysis
Transactions of the American Society of Civil Engineers
Journal of American Statistical Association
Journal of East Asian Economic Integration 
Econometica
Reuters
Revista de Economia Financiera
Japan and the World Economy
Asia Pacific Journal of Management
Economics Letters
서강경제논집 
국제경영리뷰 
세무와회계저널 
산업조직연구 
국제경영연구 
경제분석 
Academy of management Journal 
Across the Board 
Brookings Papers on Economic Activity 
Strategic Management Journal 
Harvard Business Review 
Journal of financial Services
The Journal of PoliticalEconomy 
The Journal of Law Economics and Organization 
보험금융연구 
Rand Journal of Economics 
The Review of Financial Studies 
한국경제연구
International Economic Journal
년도 동계학술발표대회 논문집
경제연구 
POSRI 경영연구 
Macroeconomic Dynamics 
Oxford Bulletin of Economics and Statistics
경제논집  
금융경제연구
무역학회지 
한국개발연구 
한국경제의 분석 
금용학회지 
대외경제연구 
Advancesin Econometrics
조사월보 대우경제연구소
Institute for International Economics
생산성논집 
응용경제 
 EFA Conference at Athens
 APAD Conference in Busan
Random House
JohnWiley and Sons
한국심리학회지: 문화 및 사회문제 
재무관리논총 
Wiley and Sons
년경영학관련학회 통합학술대회
Elsevier Academic Press
Now Publishers Inc
Oxford Press
CFA Institute Conference Proceedings Quarterly
Marketing Science
Sage Press
The Independent Review VII
Imperial College Press
Springer
학현사
Principia Press Inc
Journal Financial Economics
대한경영학회지
Journalof Financial and Quantitative Analysis
금융공학연구 
한국증권학회 학술발표회
제무관리연구 
The Chicago MBA: A Journal of Selected Papers
한국로고스경영학회 춘계학술발표대회논문집
서울대학교 경제연구소기업경쟁력연구센터
Moody’s K.M.V
Review of Accounting Studies 
International Journal of Accounting 
John Wiley and Sons Inc
Advanced in Futures and Options Research
Journal of Financial Stability 
OxfordUniversity Press
Physica A 
Quantitative Finance 
외부연구지원 공모논문집예금보험공사
한국STATA학회
금융안정연구  별
정기학술대회 자료
보험학회지
KDIC 금융연구 
Journal of Monetary Economics
FDIC Banking Review
FDIC Banking Review 
Journal of Money
Journal of Money Credit Banking
Cato Journal
Transactions of Society of Actuaries
Advances Investment Analysis and Portfolio Management
金融工學硏究 
한국항공경영학회 추계학술발표대회
Journal of International Economics Studies
Finance Research Letters
Research in Finance
McGrawHill
Journal of Business Research
Japan and World Economy
한국재무학회 추계학술대회
경영관련학회 통합학술대회
Financial Planning Review
JOURNAL OF BUSINESS FINANCE & ACCOUNTING
Journal of Economics and Finance
Journal of Financial Planning
상업교육연구 
Contemporary Finance Digest
Journal of Business Finance and Accounting 
Journal of Economic Theory 
International Review of Financial Analysis 
Journal of International Financial Markets Institutions and Money 
Volume and Open Interest The Journal of Futures Markets 
Journal of Futures Market 
The Journal of Futures Markets 
Rev. Financ. Stud. 
Praeger Publishers
Journal of International Financial Markets Institutions and Money
European Economic Review
MIT press
Journal of Money Credit and Banking 
Estabilidad Financiera
The American Economic Review 
물류학회지 
산업경제분석
Journal of Payments Strategy and Systems 
HSBC
TowerGroup
Logistic Management- Innovative Logistic Concept
Logistics Research
Int’l Journal of Physical Distribution and Logistics Management
금융위원회 보도자료
주택금융월보
한국금융연구센터 금융정책패널 보도자료
재정논집 
Venture Capital 
Journal of Development Economics
A Research Paper prepared for the Small Business Branch as part of the SME Financing Data Initiative
The Economic Journal 
OECD Publications
Government of Canada
Global Economy and Finance Journal 
보도자료
한국경제포럼 
한국주택금융공사 세미나 발표 자료집
한국금융연구센터 정책심포지엄자료집
한국금융연구센터 정책심포지엄 자료집
The Journal of Financial Intermediation
The Economic Journal
전문경영인연구 
Journal of Accounting and Economics  -
University of Chicago
Abacus
Journal of Accounting Research Autumn
Review of Research Study Spring
KDI Press
Accounting Journal
Financial Studies
Federal Reserve Bank of Cleveland Economic Review
Journal of Economic Literature
Journal of Applied Corporate Finance 
Financial Services Review
D. C. Heath and Co
Elesevier B. V.
Foundations and Trends in Finance
Journal of Financial and Quantative Analysis
Econometric Reviews 
Journal of Forecasting 
Biometrika 
Management Science 
Journal of Time Series Analysis 
Journal of the American Statistical Association 
Optimization Methods and Software 
Addison-Wesley
International Journal of Forecasting 
증권학회 발표논문
Review of Economics and Statistics 
Journal of Law and Economics 
NBER
Business Review
Macroeconomic Dynamics
Belknap Press of Harvard University Press
Yale University Press
Economic Development and Cultural Change
자본시장 Weekly
경제발전연구 
금융연구
계간 KDIC 금융연구 
G. Allen and Unwin
Brookings Institution
Macmillan
금융시스템리뷰
經濟硏究 
Applied Statistics 
SSRN
Journal of Fiance 
Journal of Financial Econometrics
European Economic Review 
International Finance Discussion Papers Board of Governors of the Federal Reserve System
U.S. Commodities Futures Trading Commission and U.S. Securities and Exchange Commission
주택연구 
Mortgage-Backed Securities
Federal Reserve Bulletin
The Quarterly Journal of Economics 
Journal of Real Estate and Economics
eview of Financial Studies
BIS Quarterly Review
Real Estate Economics
Prentice Hall
University of Utah
Journal of Housing Research
Journal of Real Estate Research 
The Journal of Real Estate Finance and Economics
Probus
증권․금융연구 
Journal of International Business and Economics 
Quarterly Journal of Business and Economics 
Review of Asset Pricing Studies 
Review of Derivatives Research  -
American Economic Journal: Macroeconomics 
European Journal of Economics Finance and Administrative Sciences
McGraw-Hill Irwin
World Bank Economic Review 
John Wiley & Sons
Applied Financial Economics Letters 
World Development 
International Journal of Auditing 
Accounting Review 
The New Palgrave Dictionary of Economics and the Law
Managerial Auditing Journal 
Accounting Horizons 
Journal of the American Taxation Association 
Economic Policy
Federal Reserve of Minneapolis Quarterly Review
Springer-Verlag
Journal of Financal Economics
자율규제리포트
Journal of financial intermediation
Journal of Financial Quantitative Analysis
Greenwood Publishing Group
세무학연구 
Journal of Investing
Journal of Public Economics
주간금융 브리프 
연금포럼
유라시아연구 
외환국제금융 리뷰
한국증권학회 발표논문
사회보장연구 
Goldman Sachs Asset Management
Journal of Economic Dynamics and Control 
Ibbotson Assocciates
Journal of Asset Management
Journal of Law Economics and Organization
Journal of Financial and Quantitative Analyses
금융지식연구 
한양법학
증권예탁지
경문사
The Journal of Financial and Quantitative Analysis 
서강경영논총 
Risk Management 
International Journal of Management Science 
Chapman
Business Strategy and the Environment
Business Strategy and the Environment 
JOURNAL OF CORPORATE FINANCE
International Labour Office
Academy of Management Journal
Business Horizons 
Greener Management International
The RAND Journal of Economics 
Review of Economic Studies 
Journal of Monetary Economics 
Journal of Finance XXXII
The Rand Journal of Economics 
Journal of Economics and Management Strategy 
The Journal of Business 
Financial Management 
년공동학술대회
The Korean Experience in  Journal of Financial Economics
주간금융브리프 국제금융이슈 
Journal of Applied Econometrics 
Journal of International Money and Finance 
Korea Review of International Studies 
Economic Journal 
Econometric Theory 
Peasrson
Oxford Bulletin of Economic and Statistics 
Financial Review 
Econometric Reviews  -
Journal of Centrum Cathedra 
Empirical Economics 
The Journal of Finance LVIII
한국증권학회발표논문집 정기학술발표회
한국증권학회학술발표대회 발표논문집 정기학술발표회
Journal of Economics and Finance 
Financial Decision
Journal Business
Journal of Economic Behavior and Organization 
Review of Industrial Organization
Journal of Accounting Auditing and Finance 
Financial Analyst Journal 
中央経済社
株式会社ニッセイ基礎研究所
Brooking Papers on Economic Activity
NBER Macroeconomics Annual
Applied Financial Economics 
Entrepreneurship Theory and Practice 
Journal of Industrial Economics 
Review of Finance 
Journal of Business Venturing 
생산성연구 
한국경제연구 
산업경제정보
Houghton Mifflin
Lexington Books
Journal of Marketing 
International small Business Journal 
Rand McNally
Accounting and Finance 
Journal of International Financial Markets Institutions & Money
Theoretical Inquiries in Law
Praeger
Journal of Trading 
Journal of Portfolio Management 
Economic Journal
Finsia Journal of Applied Finance
사회과학연구
년 한국재무학회추계학술대회 발표자료집
산업공학IE interfaces 
Journal of International Financial Management and Accounting 
Financial Markets Institutions and Instruments 
Risk 
Journal of Contemporary Accounting and Economics 
The Accounting Review  s-
European Finance Review 
Journal of Financial Finance
Journal of Marketing Research 
The British Accounting Review 
Bell Journal of Economics 
RAND Journal of Economics 
Review of Accounting and Finance 
Proceedings of the  Meetings of the American Statistical Association Business and Economic Statistics
Journal of Computational Finance
Econometrica  -
Foundations and Trends in Finance  -
IMF Staff Papers 
Federal Reserve Bank of Minneapolis Fedgazette 
Procedia Economics and Finance
IMF Economic Review
Journal of International Economics 
Journal of Comparative Policy Analysis 
AHE Annual Conference
Journal of Banking & Finance 
Journal of Development Economics 
Journal of Bank & Finance
International Journal of Financial Studies 
presented at the Ewing Marion Kauffman Foundation Entrepreneurial Finance and Innovation Conference
Economics Bulletin 
Emerging Markets Review
Journal of Banking & Finance
Focus on European Economic Integration
소비자학연구 
Theory and Decision 
Experimental Economics 
Journal of Economic Behavior and Organization
Bioinformatics
Journal of Public Economics 
Russell Sage Foundation
Journal of the European Economic Association 
Journal of Personal Finance 
Research in Experimental Economics
Applied Economics Letters 
Journal of Economic Psychology 
Journal of Consumer Education
Business Economics 
Organizational Behavior and Human Decision Processes 
관리회계연구 
The Review of Economic Studies
Moody’s KMV
International Journal of Managerial Finance
Addison Wesley
Economics of Governance
Journal of Public Economics  -
National Tax Journal 
Journal of Personality and Social Psychology
벤처경영연구 
기업가정신과 벤처연구 
Seoul Journal of Business 
Journal of Finance LXIX
Journal of Financial Market 
Research Journal of International Studies
University of California
American Journal ofAgricultural Economics
Journal of Macroeconomics
Journal of financial economics
Journal of Business & Economic Statistics
Econometric Theory
International Financial Markets Institutions and Money
Asian Economic Journal
ASEAN Economic Bulletin
Journal of International Markets and Institutions
The European Journal of Finance
Economic Review
Korea and the World Economy
Journal of International Financial Markets Insititutions and Money
Research in International Business and Finance 
Journal of Banking and Finance  -
노동경제논집 
Review of Corporate Finance Studies 
Basic Books
Journal of Labor Economics 
Social Science Research 
Available at SSRN
Asian Review of Financial Research 
Journal of Fiancial Markets 
Journal of Financial Economics  -
Journal of Empirical Finance  -
Global Journal of Finance and Management
The th International Conference on Asia-Pacific Financial Markets CAFM
국제금융연구 
Investment Analysts Journal 
Abstract and Applied Analysis
Resources Policy
th International AEA Conference on Real Time Econometrics
Transactions of Nonferrous Metals Society of China
Elsevier Science Publishers
The Journal of Economic Perspectives 
자본시장연구원 정책토론회자료집
Global Finance Journal 
 재무금융관련 개학회 학술연구발표회
증권법연구 
Irwin Professional Publishing
rd Annual Conference of the National Tax Association
Pacific-Basin Finance Journal  -
University Printing House
Tax Notes
Comtemporary Economic Policy 
Skandinaviska Enskilda Banken Quarterly Review
Modern Economy 
International Tax and Public Finance 
Eastern Economic Journal
Public Finance Quarterly
Journal of Financial Service Research
Journal of Financial Services Research  -
Journal of Evolutionary Economics
서울여자대학교 사회과학논총
Financial Markets and Portfolio Management 
Journal of Investing 
Journal of Econometrics  -
Quarterly Journal of Finance 
Journal of Asset Management 
Journal of International Financial Management & Accounting 
Fiscal Studies 
Journal of Financial Management 
Journal of Behavioral Decision Making 
Journal of Behavioral Finance 
The Journal of Trading
Journal of Economic Behavior & Organization 
Asian Review of Financial Research
Korean Journal of Financial Studies
Korean Journal of Financial Studies 
EFA  Athens Meetings Paper
Working Paper Ohio State University
Working Paper MIT
Working Paper Wharton School
Working Paper Washington University
Working Paper Yale School of Management
Unpublished Paper University of Texas
The Journal of Finance LXI
Korean Business Review
금융공학연구
Working Paper
NBER Working Paper
Journal of empirical Finance
Journal of Financial Econmics
Presented Paper in  FMA Meetings
Working Paper The Rodney L. White Center for Financial Research of the Wharton School
Brookings Institutions Press
Economic Perspectives
Econometrics
다산출판사
리스크관리연구
Lexington
North American Actuarial Journal 
Finance and Economics Discussion Series FEDS No. - Board of Governors of the Federal Reserve System
The Journal of Risk and Insurance 
The New Learning Brown
Kluwer Academic
Addison- Wesley
Journal of Financial and Quantitative analysis
Financial Analysis Journal
한국 증권학회 발표논문집
Hong Kong Economic Journal Monthly
Carnegie-Rochester Conference Series on Public Policy
Federal Reserve Bank of Minneapolis Quarterly Review
Journal of monetary Economics
Annales d’Economie et de Statistique
The Review of Economics and Statistics
Journal of Personality and Social Psychology 
Journal of Accounting Research Supplement
International Review of Finance
Review of Futures Market
Journal of Behavioral Finance
Journal of Behavioral Decision Making
년 제차 한국증권학회 정기학술 대회 발표논문
Journal of Futures Market
Managerial Finance 
Elsevier Science
Conference Proceedings: The Second International Finance Conference
Acccounting Review 
Journal of Risk and Uncertainty
Workshop Presented at the Annual Conference of the Society for Social Work Research
Journal of Finanace
Rowman and Littlefield
Journal of Financial and the Quantitative Analysis
Midland Corporate Finance Journal
한국경영학회 통합학술발표논문집
월간노동리뷰
인적자원관리연구 
산업혁신연구 
Brookings Institution Press
Industrial and Labor Relations Review 
Economica 
Pitman Publishing Inc
Presses Académiques de l’Ouest
National Center for Employee Ownership
JAI Press
Management Decision 
Economy and Society 
Human Relations 
Research and Practice in Human Resource Management 
Fortune 
Advances in Economic Analysis of Participatory and Labor-Managed Firms
British Journal of Industrial Relations 
Journal of Business Ethics 
Quaterly Journal of Economics 
Commonwealth Corporation
Industrial Relations Journal 
The Free Press
Journal of World Business
Thunderbird International Business Review
한국은행 조사통계월보
Brookings Paper on Economic Activity 
The Scandinavian Journal of Economics 
NBER and University of Chicago Press
년 공동재무학회 발표논문
경영논집
EFA  Zurich Meetings Paper
한국항공경영학회지 
대한산업공학회지 
Review of Financial Economics 
Moody’s KMV Company
Econometrica: Journal of the Econometric Society 
Brookings papers on economic activity 
홍문사
년도 대 재무관련학회 학술연구발표회
규제연구 
Journal of Financial ; Economics
국민연금공단
한국개발연구원
European journal of Operation Research
Interfaces
The Journal of Risk and Insurence 
Oxford University Press for Society for Financial Studies 
Mathematical Programming 
Interfaces 
Mathematical Programming
Philadelphia
Annals of Operations Research
AIMR/Blackwell Publisher
Rheory and Methodology North-Holland.
Applications and Case Studies North-Holland
한국은행 금융경제연구
금융안정연구
한국은행 한은조사연구
Federal Reserve Bank of Minneapolis
Federal Reserve Bank of Chicago
Federal Reserve Bank of San Francisco Working Paper No. -.
리스크관리연구 
Annals of Economic and Social Measurements
Applied Economics Letters
Economerica
International Journal of Finance and Economics
Working Paper State University New York at Buffalo and Ohio State University
Business and Economical Statistics Section
Goldman Sachs
Finance and Stochastics
The Journal of Futures Markets
Processes Journal of Empirical Finance
Univ. Hong Kong Working Paper
Journal of Comparative Economics
National Univ. of Singapore
중국연구
上海交通大学 博士学位论文
Working paper Purdue Univ
Review of Pacific Basin Financial Markets and Policies 
Washington DC.
Chapman and Hall/ CRC Boca Raton
New Engalnd Economic Review
Federal Reserve Bank of Richmond Economic Quarterly 
Pearson Education
The Journal of Finance LIII
The Journal of Finance XL
University Press Princeton and Oxford
North Holland Amsterdam
금융학회지
한국회계학회 년도 하계학술발표대회 발표논문집
제차 정기 학술발표대회 발표논문
증권금융연구 창간
년도 하계 학술발표대회 발표논문집
Journal of Accounting and Public Policy 
Free Press
Working paper University of Michigan Ann Arbor. MI.
Auditing and Finance 
JAI Press Inc
Pacific Accounting Review
Australian Journal of Management
Journal of Economics Theory
University of Texas at Austin
Journal of Management Studies
InternationalJournal of the Economics of Business
Asian Economic Journal 
Annals of Economic and Social Measurement 
Administrative Science Quarterly
Journal of FinancialEconomics
SSRN Working Paper
ECGI Finance Working Paper No. /
Instituto de Empresa Business School Working Paper No. WP-.
ECGI Working Paper
Journal of Economics 
Swiss Finance Institute Research Paper No. -
British Accounting Review
Journal of Law Economics and Organizations
하나금융경영연구소
Advances in Futures and Options Research
Schmalenbach Business Review
Review of Financian Studies
Akron Business and Economic Review
John Wiley and
Journal of Structured Finance
Journal of Royal Statistical Society Series B
Journal of Investment Management 
IMF staff papers
Journal of Economic Surveys
Journal of Macroeconomic Dynamics 
Institutions and Money 
Physica A
Physical Review Letters 
Nature
Japanese Economic Review 
Forthcoming in The Accounting Review
Southwestern
Investment Management Review
Online Publication
코스닥협회 창립 주년 기념심포지엄 발표논문
춘계공동학연구발표집개 재무학회 통합학술대회
Oelgeschlager
Osaka Economic Papers 
Bell Journal of Economics and Management Science 
Proc Natl. Acad. Sci. 
PNAS 
European Finance Review
회계학연구
Studies in Accounting Research
Wall Street Journal
Journal of Korean Securities Association 
경제학공동학술대회 발표논문
Quarterly Review of Economics and Finance
Valuation and Hedging
Physica-Verlag/Springer
한국재무관리학회 학술대회 발표논문
Industrial Management Review
The Journal of Financial and Quantitative Analysis
Financial Planning
Series A
International Transactions in Operational Research
The Journal of Portfolio Management
Financial Practice and Education
년 경영관련 학회 하계통합 학술 발표대회발표논문
Journal of Finance Economics
Scientific American
Stata Journal
Pacific Basin Finance Journal 
Seoul National University
corporate leverage and corporate dividends Financial Management
한국중소기업학회 하계학술발표회
한국 증권학회 년 제차 정기학술발표회 발표논문집
한국증권학회 년 제차 정기학술발표회 발표논문집
한국증권학회 년 개공동학회 학술발표회 발표논문집
외환국제금융리뷰
조사통계월보
Scientific Journal of Administrative Development
The Journal of International Money and Finance
Economic Bulletin
Review of Development Economics 
Reserve Bank of India Occasional Papers 
The Canadian Journal of Economics 
SERI 경제 포커스
Bank of Japan Review
RBA Bulletin
한국금융학회  정기학술대회
조사자료
한국은행
KRX Market 월
Communications for Statistical Applications and Methods 
Studies in Nonlinear Dynamics and Econometrics
금융감독정보
증권선물
경제학공동학술대회
청목출판사
Southern Economic Journal 
Canadian Journal of Economics 
Journal of Economics and Business 
계량경제학보 
Journal of Economic Theory and Econometrics 
Proceedings of Korean Econometric Society
Journal of Econometrics Elsevier 
회계학연구  특별
Journal of Financial and Qualitative Analysis
한국재무학회 추계 학술연구발표논문집
경제학연구
Managerial Finance
신영사
코리아본드웹
국고국 국고과 년 월 보도자료
국고국 국채과 년 월 일 보도자료
국고국 국채과 년 월 보도자료
Journal of Dynamics and Control
Journal of comparative economics
증권금융저널 
증권학회 추계학술발표회논문집
한국금융공학 춘계학술대회발표논문집
한국회계학회 년도 하계학술 발표대회 발표논문집
Journal of Accounting and Public policy
Journal of Accounting Literature
자유아카데미
금융감독원
Journal of Machine Learning Research
Springer- Verlag
회계와 감사 연구
회계와 감사 연구 
Biometrics Bulletin
Journal of Business Ethics
The Geneva Papers on Risk and Insurance
Journal of Law Economism and Organization
Risk Management
Journal of Marketing
New York Times Magazine
Business and Society
International Journal of the Economics of Business
Journal Forecasting
Geneva Papers
Organization and Society
Michigan Law Review
Journal of Marketing Research
The Academy of Management Review
Management Review
Korea Finance Association Conference
년 제차 한국증권학회 정기학술대회 발표논문
Vanderbilt Law Review 
Journal of Corporation Law Spring 
주간 금융브리프
KRX Review
매경출판
농업경제연구 
경제경영연구 
조사연구 Review
Federal reserve bulletin 
Journal of Financial Stability
Journal of Korea Trade
Economic Review FRB of Cleveland
경제논집  /
Capital Market Perspective 
자본시장을활용한 기업구조조정 활성화 방안 세미나
기업환경개선팀
Brace and World Inc
New York Times
자본시장 weekly -
금주의 논단 
주간 금융브리프 
기업평가 
한국재무학회 학술발표논문
기업금융리뷰
한국금융정보학회 발표논문
Harvard Business School Working Knowledge
Tokyo and Brooking Institution Press
Chase Financial Quarterly
Standard and Poor’s review of securities and commodities regulation
Canadian Journal of Economics
Pacific- Basin Finance Journal
CBS Market Watch
The Globe and Mail July
Money Magazine
년 공동 학술발표회
공동학술발표회
한국파생상품학회구 한국선물학회  추계학술발표회 발표논문집
Journal of Econometrics  /
FRB of New York Staff Report
Journal of Risk 
PACIFIC BASIN FINANCE JOURNAL 
JOURNAL OF FUTURES MARKETS
Econometrics Journal
Journal of Finanical Economics
Journal of Business and Economics Statistics
Computing Science and Statistics: Proceedings of the Twenty-Third Symposium on the Interface
Stochastic Processes and Their Applications
Journal of Royal Statistical Society C
Scandinavian Journal of Statistics
Statistics and Computing
The Journal of Business Finance and Accounting 
Direct Evidence from Personal Trades Accounting Reviews
Theoretical Inquires in Law
Korean Academic Business Administration
경영논총 
Proceedings of the  Business Meeting of the Business and Economics Section
Science New Series
Global Finance Journal
Journal of International E
경제학공동학술대회 발표자료
American Business Review 
Preceedings of a Conference on Bank Structure and Competition F. R. B. of Chicago
Jornal of Financial Service Research
The Journal of Futures Markets  
재무관련 개 공동학회 학술발표회
증권선물거래소
Journal ofFinance 
증권학회 학술발표회
Managerial and Decision Economics 
